Order_ID,User_ID,Restaurant_ID,Driver_ID,Item_Name,Quantity,Total_Price,Order_Time,Delivery_Time,Delivery_Duration_Minutes,City,Payment_Method,Order_Status,Driver_Vehicle,Restaurant_Lat,Restaurant_Lon,Customer_Lat,Customer_Lon,Driver_Lat,Driver_Lon,Delivery_Distance_km,Traffic_Level,Driver_Availability,Hour,Revenue,Day,Month
1914,U2201,744,335,Sandwich,1,79.42,2025-06-09 16:03:00,,46.0,Giza,Credit Card,In Transit,Car,30.007832381220275,31.18982362061529,30.025531229081853,31.19438800974188,30.002601640039867,31.213592660774957,2.010770169887504,High,Online,16,79.42,Monday,June
1915,U1624,306,93,Fried Chicken,4,229.32,2025-06-06 15:12:00,,36.0,Assiut,Wallet,Delivered,Motorbike,27.178844425238182,31.182045116769967,27.200586713676785,31.174395613039486,27.18062721398533,31.18830901186617,2.5256097902190424,Medium,Online,15,917.28,Friday,June
1916,U2268,2,177,Pizza,4,469.08,2025-06-12 01:14:00,,36.0,Cairo,Cash,Delivered,Motorbike,30.05328283752811,31.22214694853168,30.042538966872407,31.23446676336037,30.03439431475965,31.23607266127116,1.6822893461886346,Low,Online,1,1876.32,Thursday,June
1917,U9150,23,215,Sushi,4,216.6,2025-06-03 23:51:00,,45.0,Mansoura,Credit Card,Delivered,Car,31.0533478312186,31.384463699783552,31.046228103096425,31.377628218837284,31.025420047497427,31.391743183779475,1.0241226782406274,Low,Online,23,866.4,Tuesday,June
1918,U3991,820,226,Fried Chicken,1,101.8,2025-06-06 02:12:00,,45.0,Cairo,Wallet,Delivered,Car,30.04812177336747,31.24293144118256,30.051813486571223,31.22707164883409,30.02555361900589,31.236090961076705,1.5832880528333595,Low,Online,2,101.8,Friday,June
1919,U9870,73,355,Pasta,3,161.13,2025-06-03 07:24:00,,48.0,Cairo,Cash,Delivered,Bicycle,30.040061027927116,31.24294115773641,30.03435332621495,31.21908142185076,30.050247205031365,31.230163328464428,2.38667336873565,High,Online,7,483.39,Tuesday,June
1920,U6337,846,68,Sandwich,3,415.23,2025-06-04 22:06:00,,50.0,Giza,Cash,Delivered,Car,30.009604873633947,31.20851741234221,30.008547349213128,31.218489918070485,30.025118616401947,31.2082679664613,0.9692379741703928,Low,Online,22,1245.69,Wednesday,June
1921,U1605,237,64,Pasta,3,334.59000000000003,2025-06-07 00:18:00,,45.0,Assiut,Wallet,Delivered,Car,27.188724725859878,31.19237610981607,27.168694063582837,31.19985854041128,27.17664739224741,31.173904993258144,2.340105986456023,Low,Online,0,1003.7700000000001,Saturday,June
1922,U3569,656,42,Fried Chicken,5,718.3,2025-06-07 09:00:00,,57.0,Cairo,Cash,Delivered,Car,30.02452873054417,31.22027337522056,30.034944745313588,31.24004257309068,30.06227069578295,31.216140106970915,2.229221110032555,High,Online,9,3591.5,Saturday,June
1923,U5072,315,428,Sandwich,5,352.65,2025-06-01 19:19:00,,28.0,Assiut,Credit Card,Delivered,Bicycle,27.185683573498395,31.201610170608404,27.17713743596205,31.16966530096881,27.170661271496517,31.1781003049937,3.304186279619244,High,Online,19,1763.25,Sunday,June
1924,U5174,58,240,Koshary,4,334.12,2025-06-03 02:14:00,,37.0,Alexandria,Cash,Delivered,Motorbike,31.194319720417653,29.9324282660489,31.18999743915034,29.91590370198245,31.203391893535336,29.900502812149902,1.6462859389024156,Low,Online,2,1336.48,Tuesday,June
1925,U2415,768,122,Sandwich,3,297.66,2025-06-02 17:22:00,,23.0,Assiut,Wallet,Cancelled,Car,27.192667893251084,31.19790137467248,27.19349070611044,31.20087474337197,27.20067602582293,31.170231330023068,0.3084005896371568,High,Online,17,892.98,Monday,June
1926,U5911,621,375,Fried Chicken,4,136.36,2025-06-08 04:59:00,,33.0,Alexandria,Wallet,Delivered,Car,31.183819625592925,29.900021836564065,31.186085229186894,29.91999710910205,31.185318039468186,29.91902530054688,1.9205298914086997,Low,Online,4,545.44,Sunday,June
1927,U2791,472,328,Burger,2,293.88,2025-06-11 01:27:00,,48.0,Cairo,Credit Card,Delivered,Motorbike,30.04792809067793,31.22487377542619,30.043958743497097,31.23694351908258,30.053385458505677,31.22889576017109,1.2444171251272156,Low,Online,1,587.76,Wednesday,June
1928,U4598,93,456,Salad,2,182.3,2025-06-15 10:49:00,,49.0,Zagazig,Cash,Delivered,Bicycle,30.586938915595447,31.485970809457378,30.591083123832146,31.488506762369248,30.58830507958304,31.49893261584117,0.5198476885255018,Medium,Online,10,364.6,Sunday,June
1929,U5603,853,325,Sushi,1,42.76,2025-06-04 05:23:00,,33.0,Tanta,Wallet,Delivered,Bicycle,30.79219302103621,31.0128159907999,30.782334990514507,31.00762993705415,30.77803479287588,30.98369403966125,1.2003626340897746,Low,Online,5,42.76,Wednesday,June
1930,U2347,125,433,Burger,3,388.14,2025-06-05 16:30:00,,53.0,Mansoura,Credit Card,Delivered,Motorbike,31.02049414377932,31.391496171924647,31.043730304748006,31.372177857125276,31.04746198781268,31.37664511289312,3.1683509021636937,High,Online,16,1164.42,Thursday,June
1931,U4856,720,435,Sushi,4,423.92,2025-06-10 03:29:00,,57.0,Giza,Cash,Delivered,Motorbike,30.01629935149713,31.192746592644475,30.01968027346517,31.19861493533341,30.031497392175744,31.19062325303503,0.6789305283604059,Low,Online,3,1695.68,Tuesday,June
1932,U5149,457,347,Pasta,4,399.56,2025-06-03 00:23:00,,38.0,Alexandria,Credit Card,Delivered,Car,31.20255938351838,29.91478324597324,31.213449182311876,29.90505450512325,31.18605699509663,29.900699998226447,1.522273970649391,Low,Online,0,1598.24,Tuesday,June
1933,U9791,907,161,Sandwich,4,184.36,2025-06-06 16:15:00,,32.0,Mansoura,Credit Card,Delivered,Bicycle,31.04032640377665,31.38197648389376,31.037525311859948,31.37843912837341,31.05063010300224,31.370873172004963,0.4587853351833328,High,Online,16,737.44,Friday,June
1934,U5629,855,192,Shawarma,5,681.85,2025-06-12 23:32:00,,46.0,Assiut,Cash,Cancelled,Motorbike,27.18503950666386,31.192305115755303,27.162626049551427,31.18135287106328,27.16745672938026,31.183405421377504,2.710367703002873,Low,Online,23,3409.25,Thursday,June
1935,U8372,217,128,Burger,1,123.13,2025-06-14 15:00:00,,47.0,Giza,Wallet,Delivered,Bicycle,30.020158717489057,31.20063668686465,30.030360037718346,31.198641192516675,30.02584973155713,31.19720072683851,1.147111076747216,Medium,Online,15,123.13,Saturday,June
1936,U3284,248,169,Shawarma,2,92.38,2025-06-13 20:47:00,,33.0,Tanta,Wallet,Cancelled,Car,30.79869955998723,30.98981744856587,30.77106029467416,31.00714258793055,30.78664369905626,30.990797312075784,3.484202740135554,Low,Offline,20,184.76,Friday,June
1937,U4645,308,432,Pasta,5,293.7,2025-06-11 15:59:00,,38.0,Zagazig,Credit Card,Delivered,Bicycle,30.57849282880513,31.503265796361813,30.573717676253175,31.51804929470612,30.58336915245338,31.50345351339461,1.513683430474048,Medium,Online,15,1468.5,Wednesday,June
1938,U3664,574,491,Sandwich,2,288.92,2025-06-15 16:21:00,,49.0,Alexandria,Cash,Delivered,Motorbike,31.2131019764072,29.91972285166995,31.212557072147288,29.91715706992353,31.19640415015403,29.92994270688961,0.2518508890386796,High,Online,16,577.84,Sunday,June
1939,U9971,419,230,Shawarma,3,395.55,2025-06-03 13:55:00,,29.0,Mansoura,Cash,In Transit,Motorbike,31.037830227290534,31.36598616427496,31.0312702747414,31.375130770234644,31.03923177686209,31.39402581659451,1.1362907615008542,Medium,Online,13,1186.65,Tuesday,June
1940,U3348,435,298,Burger,5,478.25,2025-06-02 18:28:00,,43.0,Cairo,Cash,Delivered,Bicycle,30.027482331165373,31.244207212869437,30.02674595729274,31.240274041348208,30.031097540463065,31.23334993574877,0.3880760761096212,High,Online,18,2391.25,Monday,June
1941,U9113,274,464,Salad,4,167.8,2025-06-15 18:59:00,,50.0,Tanta,Credit Card,Delivered,Motorbike,30.76884203716976,30.98534012879581,30.76998737276374,31.008084848409933,30.784172444370707,30.9935190179099,2.1811261847636123,High,Online,18,671.2,Sunday,June
1942,U7559,110,180,Koshary,4,563.04,2025-06-05 23:15:00,,41.0,Assiut,Cash,Delivered,Motorbike,27.174269532747843,31.19769399926636,27.18537596749503,31.17500399064863,27.16610720109743,31.19031538479984,2.5632575806017632,Low,Online,23,2252.16,Thursday,June
1943,U5725,27,24,Burger,5,605.75,2025-06-05 03:11:00,,21.0,Assiut,Credit Card,Delivered,Motorbike,27.192295879084455,31.194627867362986,27.188149112765476,31.17724518957561,27.18580609472932,31.193963060723057,1.7826392677584038,Low,Online,3,3028.75,Thursday,June
1944,U1210,801,154,Koshary,3,384.69,2025-06-03 14:21:00,,36.0,Assiut,Wallet,In Transit,Bicycle,27.18920723738964,31.202936271237025,27.16252000675405,31.199860166089653,27.170624226671254,31.16554745887912,2.9727843175528688,Medium,Online,14,1154.07,Tuesday,June
1945,U6789,635,43,Sandwich,2,125.06,2025-06-11 23:53:00,,49.0,Zagazig,Wallet,Delivered,Bicycle,30.599244598586896,31.488843153237763,30.575227644062256,31.49551292852785,30.58750872989793,31.508916833496286,2.738349457418194,Low,Online,23,250.12,Wednesday,June
1946,U9221,890,200,Pasta,4,403.56,2025-06-02 02:10:00,,35.0,Cairo,Wallet,Delivered,Bicycle,30.045090762257665,31.253480167512876,30.06097008654797,31.222870451594304,30.05238446703552,31.216894234246347,3.4368542339887798,Low,Online,2,1614.24,Monday,June
1947,U2055,463,485,Salad,2,251.28,2025-06-12 09:54:00,,49.0,Cairo,Credit Card,In Transit,Bicycle,30.04200795991822,31.245006962811207,30.06297846260749,31.224087460490654,30.03329543955837,31.22053855756197,3.0779582422711877,High,Online,9,502.56,Thursday,June
1948,U8446,230,297,Pizza,4,359.32,2025-06-14 19:45:00,,36.0,Alexandria,Cash,Cancelled,Bicycle,31.18599810106825,29.93394906339323,31.20437164964689,29.90913198155627,31.198113609777884,29.924412182282158,3.121620015677124,High,Online,19,1437.28,Saturday,June
1949,U7897,546,394,Pizza,3,326.70000000000005,2025-06-05 07:18:00,,48.0,Assiut,Wallet,Delivered,Bicycle,27.17402771014437,31.165070579501105,27.187469084728544,31.1755963251504,27.163194118773387,31.18838405987801,1.8183092671038807,High,Online,7,980.1000000000001,Thursday,June
1950,U7139,372,274,Koshary,4,406.52,2025-06-14 23:42:00,,26.0,Assiut,Cash,Delivered,Motorbike,27.178260774646954,31.176536672608464,27.20073141850167,31.2020581409132,27.163794331961476,31.173580281277,3.5489092408008047,Low,Online,23,1626.08,Saturday,June
1951,U7683,201,169,Salad,2,278.46,2025-06-08 15:59:00,,34.0,Tanta,Wallet,Delivered,Bicycle,30.770044017187185,30.979378807984983,30.77002095743069,30.98588834153499,30.772004202216262,30.999415716755987,0.6231803487911453,Medium,Offline,15,556.92,Sunday,June
1952,U7062,955,268,Burger,3,260.88,2025-06-08 20:14:00,,26.0,Alexandria,Wallet,Delivered,Car,31.188924478108447,29.90597716506548,31.201801021916616,29.92643624184154,31.213576576090997,29.90071456021839,2.4167029802045,Low,Online,20,782.64,Sunday,June
1953,U5898,679,450,Fried Chicken,3,276.78000000000003,2025-06-14 02:58:00,,48.0,Tanta,Cash,Delivered,Car,30.79042901176255,31.01357071577152,30.796624973601908,31.008459660276763,30.77935202949582,31.01343749237857,0.8432993469248176,Low,Online,2,830.3400000000001,Saturday,June
1954,U8783,870,286,Pasta,4,330.36,2025-06-10 12:38:00,,46.0,Giza,Cash,Delivered,Motorbike,30.022526524569567,31.20533332503657,30.002053655740934,31.214908521732337,30.021931572085524,31.22171498251748,2.450272817271002,Medium,Online,12,1321.44,Tuesday,June
1955,U6898,804,219,Pizza,3,191.49,2025-06-05 14:11:00,,43.0,Giza,Credit Card,Delivered,Bicycle,30.03303390045572,31.215760112328425,30.031067714513416,31.20776129751348,30.014047050485267,31.207408751655542,0.8017235155601149,Medium,Online,14,574.47,Thursday,June
1956,U3585,617,416,Sandwich,3,236.58,2025-06-05 07:47:00,,39.0,Mansoura,Cash,Delivered,Bicycle,31.055224533253742,31.380856608097247,31.04393342100648,31.39380184820075,31.03733845708099,31.3862990732936,1.7589897808753998,High,Online,7,709.74,Thursday,June
1957,U5918,751,68,Sandwich,2,106.4,2025-06-02 11:08:00,,30.0,Tanta,Credit Card,Delivered,Bicycle,30.79220260798141,30.99714522720561,30.774993772993195,31.000632604064045,30.79037223587962,31.00216681751284,1.9368526367784504,Medium,Online,11,212.8,Monday,June
1958,U1580,947,468,Salad,4,337.92,2025-06-06 05:41:00,,33.0,Giza,Cash,Delivered,Car,30.009949922131764,31.214891765070263,30.02841518750422,31.20294497586996,30.015820591675634,31.21849568861943,2.349066610383509,Low,Online,5,1351.68,Friday,June
1959,U1133,898,106,Shawarma,4,276.84,2025-06-04 23:23:00,,29.0,Assiut,Wallet,Delivered,Car,27.18634709458833,31.18109123419516,27.164734572747346,31.17420973799752,27.194645718118853,31.185716339769712,2.490010075243128,Low,Online,23,1107.36,Wednesday,June
1960,U3456,31,322,Sandwich,4,159.44,2025-06-13 20:19:00,,48.0,Tanta,Cash,Delivered,Bicycle,30.79792606472321,30.979028362077468,30.80592180194293,30.993034075108437,30.79979893846156,30.9968741369574,1.606976876958831,Low,Online,20,637.76,Friday,June
1961,U9292,255,279,Pasta,4,259.72,2025-06-12 20:30:00,,54.0,Mansoura,Cash,In Transit,Motorbike,31.02263344763693,31.39352060079742,31.02461373508087,31.377748524156004,31.04416015142765,31.397838150646685,1.5218496824670251,Low,Online,20,1038.88,Thursday,June
1962,U2859,134,176,Fried Chicken,4,426.68,2025-06-08 02:01:00,,38.0,Mansoura,Cash,Delivered,Motorbike,31.034296195587853,31.37243813810655,31.046899750325892,31.38214663334629,31.04413434933216,31.376179878206816,1.676778432079305,Low,Offline,2,1706.72,Sunday,June
1963,U1707,378,51,Pasta,2,221.02,2025-06-03 17:47:00,,54.0,Zagazig,Credit Card,Delivered,Motorbike,30.601292091425428,31.508855825061207,30.57898357609336,31.484868662718444,30.59338279682496,31.49052542249017,3.377785518932859,High,Online,17,442.04,Tuesday,June
1964,U2080,832,195,Koshary,3,317.01,2025-06-01 17:19:00,,37.0,Zagazig,Wallet,Delivered,Car,30.58305331807732,31.508326548357623,30.570288717284264,31.48690857487429,30.59972911373981,31.50227550843416,2.4946869093912496,High,Online,17,951.03,Sunday,June
1965,U8438,205,243,Fried Chicken,4,213.72,2025-06-15 16:03:00,,32.0,Zagazig,Cash,In Transit,Bicycle,30.59057489084909,31.487784484861347,30.58586735793009,31.52089782955501,30.583665534612468,31.49751390636228,3.218566761229981,High,Online,16,854.88,Sunday,June
1966,U6906,618,478,Sushi,4,339.76,2025-06-01 10:37:00,,52.0,Mansoura,Cash,Cancelled,Bicycle,31.04141077443449,31.36808531934973,31.056282051678203,31.394527678298704,31.031614999808973,31.38775379343739,3.014865478040961,Medium,Online,10,1359.04,Sunday,June
1967,U2789,165,489,Koshary,2,143.82,2025-06-12 05:35:00,,34.0,Assiut,Cash,Delivered,Bicycle,27.168279050125346,31.181612170317543,27.17111337521428,31.19522008335097,27.171693344452752,31.18624214079125,1.3847044002733264,Low,Online,5,287.64,Thursday,June
1968,U5064,468,129,Shawarma,5,205.75,2025-06-05 12:53:00,,31.0,Alexandria,Wallet,Delivered,Motorbike,31.19458941766609,29.91237141344177,31.19388396078985,29.90414876915308,31.21450306525816,29.925777707983904,0.7875947643312221,Medium,Offline,12,1028.75,Thursday,June
1969,U3946,701,300,Koshary,3,365.07,2025-06-13 11:53:00,,33.0,Cairo,Cash,Delivered,Car,30.03778045154968,31.2266357745112,30.06382679805952,31.215905280604456,30.02559445865768,31.21840721289465,3.0671622454008403,Medium,Online,11,1095.21,Friday,June
1970,U3365,907,129,Koshary,1,90.85,2025-06-06 10:03:00,,28.0,Zagazig,Cash,Delivered,Bicycle,30.568747868341283,31.49437077782003,30.590584772259536,31.50371415470296,30.57863003381163,31.51922786055612,2.5814562902821367,Medium,Online,10,90.85,Friday,June
1971,U6518,292,85,Fried Chicken,1,45.46,2025-06-16 02:46:00,,43.0,Cairo,Credit Card,Delivered,Motorbike,30.025367670555653,31.225877787702892,30.052726371636208,31.253937162263867,30.031059192856866,31.23912815984711,4.064705449898016,Low,Online,2,45.46,Monday,June
1972,U2489,339,151,Pasta,3,114.21,2025-06-02 20:26:00,,52.0,Mansoura,Cash,Delivered,Motorbike,31.05116788174703,31.365929733471827,31.024300232037312,31.39690770501729,31.04949298881669,31.37420042940229,4.197541969314431,Low,Online,20,342.63,Monday,June
1973,U8905,942,347,Sandwich,4,267.2,2025-06-07 16:15:00,,18.0,Tanta,Cash,Delivered,Car,30.777422832398912,30.98171448274447,30.787489139842027,31.01403927727671,30.78139586822446,30.98819510484985,3.289253350645032,High,Online,16,1068.8,Saturday,June
1974,U3601,831,134,Fried Chicken,2,172.4,2025-06-03 00:42:00,,54.0,Zagazig,Wallet,Delivered,Motorbike,30.588423150649557,31.517201213896296,30.59630466414783,31.493431118022468,30.57637827037286,31.517530118451003,2.4414544179301183,Low,Online,0,344.8,Tuesday,June
1975,U7248,467,422,Pasta,2,102.42,2025-06-10 15:22:00,,18.0,Tanta,Wallet,Delivered,Car,30.77844902294355,31.010794946375004,30.76933471799772,31.01777545245209,30.784118646701188,30.98787478416104,1.2114347726525896,Medium,Offline,15,204.84,Tuesday,June
1976,U7480,46,466,Sushi,2,212.02,2025-06-08 15:42:00,,30.0,Zagazig,Credit Card,Delivered,Car,30.60532716980461,31.50177108249046,30.596073922948268,31.514377583278968,30.57045075238808,31.49753277928872,1.585539445393653,Medium,Online,15,424.04,Sunday,June
1977,U2973,393,291,Fried Chicken,5,332.40000000000003,2025-06-12 07:16:00,,22.0,Mansoura,Credit Card,Delivered,Car,31.028271870354637,31.374292144852,31.02031503665961,31.395460519077453,31.035391988643592,31.37481431956641,2.205290516542068,High,Online,7,1662.0000000000002,Thursday,June
1978,U6907,578,25,Pasta,3,346.14,2025-06-10 09:52:00,,46.0,Tanta,Wallet,In Transit,Bicycle,30.78368627250956,31.00566835415432,30.773324075522773,30.990860408462694,30.79569388146652,30.991479739327318,1.8245598472960964,High,Online,9,1038.42,Tuesday,June
1979,U3217,460,37,Pizza,2,143.04,2025-06-13 01:55:00,,32.0,Cairo,Cash,Delivered,Bicycle,30.059309210019386,31.220065870582708,30.04301455059913,31.21571539572879,30.036653918977198,31.219863487966823,1.854399937551629,Low,Online,1,286.08,Friday,June
1980,U2365,414,219,Sushi,5,714.9,2025-06-10 17:58:00,,36.0,Cairo,Credit Card,Delivered,Bicycle,30.058077342671677,31.219762798925647,30.051879925599064,31.238871138993822,30.036377503018613,31.237746171865652,1.966577836356682,High,Online,17,3574.5,Tuesday,June
1981,U2188,821,306,Fried Chicken,4,367.68,2025-06-09 00:05:00,,26.0,Zagazig,Wallet,Delivered,Bicycle,30.575144056713853,31.487645503529457,30.57919528468445,31.504016156670577,30.579340641628427,31.49263593190142,1.6332883173808153,Low,Online,0,1470.72,Monday,June
1982,U8183,238,271,Burger,1,137.95,2025-06-06 22:29:00,,45.0,Assiut,Cash,Delivered,Bicycle,27.19300573239183,31.19138316881262,27.161495987943987,31.19549204762064,27.18153048168858,31.19435307707951,3.515141945629097,Low,Offline,22,137.95,Friday,June
1983,U5725,892,106,Pizza,1,63.24,2025-06-13 01:12:00,,29.0,Zagazig,Cash,Cancelled,Car,30.58602747546952,31.5148619113935,30.60468906420839,31.51774278121084,30.59058422618733,31.49765973220268,2.0872383117340694,Low,Online,1,63.24,Friday,June
1984,U3667,752,358,Salad,2,161.58,2025-06-02 00:14:00,,32.0,Zagazig,Credit Card,Delivered,Motorbike,30.587018754883417,31.503451164987005,30.57895767001346,31.519502957128672,30.58449971975216,31.50410419969736,1.7802117859173974,Low,Online,0,323.16,Monday,June
1985,U9880,358,86,Pizza,3,367.05,2025-06-12 12:15:00,,30.0,Giza,Wallet,Cancelled,Bicycle,29.99843919889664,31.195646263831044,30.01234418682549,31.19140120751417,30.009673651125965,31.223273517150474,1.594888463746836,Medium,Online,12,1101.15,Thursday,June
1986,U6424,721,157,Sushi,5,643.3499999999999,2025-06-01 21:42:00,,30.0,Assiut,Credit Card,Delivered,Car,27.16412406055029,31.1771719048608,27.16352811185618,31.17356912649282,27.1935158245682,31.186770863064734,0.3631283844553125,Low,Online,21,3216.7499999999995,Sunday,June
1987,U4017,123,448,Shawarma,4,481.12,2025-06-15 21:17:00,,53.0,Mansoura,Cash,Delivered,Bicycle,31.04701757227895,31.394417191951582,31.045315847173157,31.40147078399956,31.03507719650022,31.36942830494359,0.6992574370062701,Low,Online,21,1924.48,Sunday,June
1988,U5040,10,98,Fried Chicken,3,206.52,2025-06-02 04:13:00,,50.0,Assiut,Wallet,Delivered,Car,27.180758446094213,31.184203703106945,27.192646976978654,31.17821815030436,27.196490301875773,31.19665785792865,1.4446898481085353,Low,Online,4,619.5600000000001,Monday,June
1989,U9498,395,317,Koshary,4,340.0,2025-06-02 13:02:00,,38.0,Giza,Cash,Delivered,Bicycle,30.01057402810461,31.20694497795432,30.01151140477261,31.18924195603019,30.01221767602823,31.19022848419404,1.7110676773217,Medium,Online,13,1360.0,Monday,June
1990,U1830,391,174,Pizza,3,240.9,2025-06-09 11:38:00,,24.0,Zagazig,Credit Card,Delivered,Motorbike,30.596880329146096,31.508363193340408,30.57405667682702,31.498691276802163,30.58500210556357,31.50042222713365,2.6949822711408125,Medium,Online,11,722.7,Monday,June
1991,U7700,560,406,Koshary,1,103.76,2025-06-04 03:58:00,,58.0,Mansoura,Cash,Delivered,Motorbike,31.048520515959645,31.375689163808605,31.02278412998654,31.398811832875083,31.030195664635656,31.39684815580491,3.607614427019688,Low,Online,3,103.76,Wednesday,June
1992,U1410,832,260,Shawarma,1,122.07,2025-06-15 07:44:00,,39.0,Giza,Cash,Delivered,Car,29.99945632670677,31.18907231971588,30.030941466568283,31.19650432545516,30.00273266587088,31.20473904358529,3.563094337574553,High,Online,7,122.07,Sunday,June
1993,U5074,810,84,Pizza,1,117.68,2025-06-14 18:22:00,,39.0,Cairo,Credit Card,Delivered,Motorbike,30.048809005979106,31.25333068944853,30.053439010518645,31.25362754471697,30.047860104727388,31.233374433944714,0.5140490729674833,High,Online,18,117.68,Saturday,June
1994,U3978,823,380,Fried Chicken,1,56.95,2025-06-14 13:21:00,,40.0,Assiut,Cash,Delivered,Bicycle,27.16631416329111,31.19212338539511,27.176472799119207,31.1711744306648,27.186911425529114,31.17317149048484,2.361643226714433,Medium,Online,13,56.95,Saturday,June
1995,U1753,952,406,Pizza,1,65.28,2025-06-16 07:17:00,,37.0,Alexandria,Wallet,Delivered,Bicycle,31.21015500344116,29.9370211981404,31.188123810963983,29.903070226138293,31.184709736776277,29.91442771514721,4.054180979614735,High,Online,7,65.28,Monday,June
1996,U3910,274,417,Burger,2,265.96,2025-06-12 12:55:00,,40.0,Giza,Cash,Delivered,Bicycle,30.01937820625069,31.222901540046685,30.018885034862,31.190382937144147,29.99766037126564,31.21456725323899,3.1374733483460635,Medium,Offline,12,531.92,Thursday,June
1997,U9951,289,375,Burger,4,152.0,2025-06-06 00:59:00,,21.0,Alexandria,Wallet,Cancelled,Car,31.218364584843336,29.91365758041124,31.20727674106189,29.91952084682939,31.181156667961787,29.90267124733844,1.3503532716134237,Low,Online,0,608.0,Friday,June
1998,U9693,764,338,Sushi,4,159.36,2025-06-02 17:28:00,,39.0,Zagazig,Cash,Delivered,Car,30.570458320654257,31.497144514756734,30.598710792723026,31.52153615183365,30.58721194602607,31.51279119523448,3.9094412843900574,High,Online,17,637.44,Monday,June
1999,U6518,860,292,Sushi,5,520.6,2025-06-04 22:47:00,,50.0,Tanta,Credit Card,Delivered,Bicycle,30.76878218884605,30.98396850768372,30.78774429483264,30.98820259873482,30.795704270657662,30.984048428665613,2.1409608296950373,Low,Online,22,2603.0,Wednesday,June
2000,U4769,470,33,Pasta,5,536.3000000000001,2025-06-14 20:07:00,,42.0,Alexandria,Wallet,Delivered,Motorbike,31.19138748298773,29.93099189616738,31.189561855438885,29.93242607163259,31.20983572933084,29.92839622249541,0.2442473866922475,Low,Online,20,2681.5000000000005,Saturday,June
2001,U2847,511,104,Sandwich,4,220.28,2025-06-09 15:07:00,,25.0,Cairo,Wallet,Delivered,Motorbike,30.034868227349435,31.24048848302009,30.06157414228276,31.23459649828072,30.053500954969124,31.250802842855133,3.0144759994085173,Medium,Online,15,881.12,Monday,June
2002,U4585,580,94,Koshary,4,589.04,2025-06-15 02:28:00,,38.0,Cairo,Cash,Cancelled,Motorbike,30.03427915196288,31.225932003336112,30.047855786340367,31.219113929686703,30.04851185261308,31.239741109148504,1.6423986749556714,Low,Online,2,2356.16,Sunday,June
2003,U7737,651,42,Shawarma,4,397.04,2025-06-10 09:29:00,,29.0,Alexandria,Cash,Cancelled,Car,31.21635018322084,29.93710151450032,31.180243959203377,29.92689644527753,31.180131203508488,29.92153470007087,4.119657583224165,High,Online,9,1588.16,Tuesday,June
2004,U3806,217,234,Salad,1,70.45,2025-06-09 12:16:00,,49.0,Tanta,Credit Card,Delivered,Motorbike,30.77648184799398,31.00891215257091,30.782130381967704,30.98742462255692,30.79298758421239,30.998852816700865,2.150079484317041,Medium,Online,12,70.45,Monday,June
2005,U4353,783,374,Koshary,5,394.7,2025-06-08 08:31:00,,24.0,Assiut,Wallet,Delivered,Motorbike,27.171777989045147,31.199003659516585,27.169531279832533,31.169685166072284,27.19731627564777,31.172941782420036,2.9162435847308985,High,Online,8,1973.5,Sunday,June
2006,U8213,938,443,Pizza,3,366.3,2025-06-14 19:13:00,,36.0,Assiut,Cash,In Transit,Car,27.19127593049672,31.17066101657028,27.17823755983719,31.17588964967544,27.164922209593566,31.201906320986872,1.5348306186372127,High,Online,19,1098.9,Saturday,June
2007,U6392,386,323,Fried Chicken,1,117.11,2025-06-16 02:23:00,,41.0,Assiut,Credit Card,Delivered,Car,27.178889593698024,31.18740319947316,27.190559215759475,31.165971480996006,27.192342112195885,31.1925525115826,2.486402529318768,Low,Offline,2,117.11,Monday,June
2008,U1975,59,331,Burger,3,111.96,2025-06-13 01:11:00,,19.0,Cairo,Cash,Delivered,Motorbike,30.055468422278206,31.255334523570912,30.03664850584489,31.25303545053767,30.036166688614397,31.22804960224287,2.097997781286878,Low,Online,1,335.88,Friday,June
2009,U2095,451,474,Sushi,2,227.9,2025-06-08 00:58:00,,58.0,Giza,Wallet,Cancelled,Bicycle,29.995714646302577,31.202878193323308,29.99631512927883,31.199008889343016,29.99771882965543,31.216506322655327,0.3792372158707341,Low,Online,0,455.8,Sunday,June
2010,U3713,814,407,Burger,4,536.72,2025-06-05 18:16:00,,26.0,Cairo,Credit Card,Delivered,Car,30.04390284774693,31.231834754445984,30.054409959431524,31.25347828685438,30.05296307396084,31.23347614891076,2.390261443490123,High,Online,18,2146.88,Thursday,June
2011,U9557,318,232,Pasta,3,426.21,2025-06-09 21:45:00,,49.0,Tanta,Wallet,Delivered,Car,30.76784454400733,30.99968400148434,30.80197500638936,30.99084936867407,30.803337946318784,31.00948150044991,3.877240707877273,Low,Online,21,1278.6299999999999,Monday,June
2012,U6121,887,240,Sushi,3,426.39,2025-06-06 03:22:00,,38.0,Cairo,Cash,Delivered,Bicycle,30.02690612813821,31.217481579085405,30.02756126506136,31.22027688158977,30.06362869037887,31.241075548598857,0.2792437549350764,Low,Online,3,1279.17,Friday,June
2013,U2114,897,229,Sushi,1,47.98,2025-06-15 02:30:00,,50.0,Zagazig,Credit Card,Delivered,Bicycle,30.603957498133777,31.491033512750388,30.60198422741153,31.5053264027934,30.568500861812247,31.52175781091597,1.3880024664274715,Low,Online,2,47.98,Sunday,June
